Iteration	Posterior	Likelihood	Prior	bls[1]	bls[2]	bls[3]	bls[4]	bls[5]	bls[6]	bls[7]	bls[8]	bls[9]	bls[10]	bls[11]	bls[12]	bls[13]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	TL
930	-4275.992	-4290.562	14.5692	0.112057	0.170399	0.231265	0.210542	0.123386	0.145079	0.0918143	0.132176	0.0745528	0.0444666	0.0806765	0.0135003	0.0793321	0.176254	0.212479	0.122659	0.0533695	0.392825	0.0424129	0.284256	0.275057	0.178566	0.262121	1.509247
940	-4271.252	-4286.268	15.016	0.121713	0.165008	0.218113	0.180653	0.12502	0.137418	0.11314	0.172059	0.0532656	0.0559021	0.0219661	0.030872	0.0694383	0.206737	0.232079	0.133708	0.0598996	0.338017	0.0295599	0.26219	0.270892	0.165905	0.301013	1.464567
950	-4278.21	-4292.217	14.0074	0.118452	0.198798	0.236641	0.230137	0.165652	0.139907	0.0942192	0.145729	0.0801906	0.0494547	0.0353463	0.0377676	0.0331313	0.211351	0.215547	0.134613	0.0675993	0.31915	0.0517403	0.314705	0.26271	0.153641	0.268944	1.565427
960	-4275.453	-4290.586	15.13291	0.118452	0.181909	0.231929	0.241383	0.134751	0.112762	0.107499	0.115246	0.0760261	0.0363748	0.0148179	0.035793	0.0459321	0.20636	0.233797	0.13625	0.0522134	0.306718	0.0646614	0.246478	0.296353	0.174456	0.282713	1.452876
970	-4271.397	-4286.895	15.49802	0.130659	0.165261	0.236429	0.1847	0.137336	0.128139	0.105355	0.112728	0.0627679	0.0374167	0.0473644	0.0204817	0.0477262	0.190855	0.242359	0.145147	0.0508117	0.351195	0.0196336	0.276664	0.288477	0.172862	0.261998	1.416365
980	-4270.232	-4286.526	16.29342	0.100976	0.154737	0.211001	0.192417	0.147997	0.11298	0.0798904	0.0921813	0.0673011	0.0239501	0.039806	0.0274486	0.0861399	0.188163	0.23894	0.146696	0.045635	0.3453	0.0352659	0.283845	0.278027	0.179266	0.258861	1.336825
990	-4275.911	-4289.724	13.81299	0.125972	0.246278	0.23711	0.214841	0.129849	0.137041	0.101673	0.12228	0.0732181	0.0405172	0.0704906	0.0445317	0.0410665	0.180222	0.265455	0.135653	0.0294454	0.353159	0.0360655	0.297264	0.271828	0.164493	0.266416	1.584868
1000	-4267.252	-4282.436	15.18476	0.108396	0.17525	0.22052	0.189843	0.151409	0.13116	0.076653	0.135276	0.0825553	0.0273017	0.0511011	0.02399	0.0742356	0.200583	0.260608	0.130985	0.0437616	0.325781	0.0382813	0.267137	0.291802	0.163197	0.277864	1.447691
1010	-4272.056	-4287.333	15.27653	0.126563	0.183232	0.260796	0.177193	0.1235	0.0976706	0.0957584	0.135276	0.0498216	0.0519118	0.0351463	0.0387735	0.0628727	0.209783	0.244229	0.139711	0.0531338	0.323183	0.0299607	0.306271	0.263573	0.148203	0.281953	1.438515
1020	-4276.387	-4291.913	15.52597	0.0887499	0.208379	0.230828	0.183734	0.136537	0.093802	0.0921287	0.156993	0.0677609	0.0223767	0.0260126	0.0584312	0.0478383	0.202152	0.260888	0.133491	0.0592128	0.328682	0.015573	0.292237	0.248183	0.191072	0.268508	1.413571
1030	-4277.778	-4292.578	14.79999	0.128496	0.206544	0.268406	0.189124	0.179222	0.0890859	0.0905138	0.11943	0.0645671	0.0199914	0.0254794	0.047348	0.0579601	0.228402	0.217878	0.0992818	0.0617868	0.335977	0.0566749	0.278783	0.258975	0.183515	0.278727	1.486168
1040	-4275.015	-4289.911	14.8965	0.119744	0.201342	0.178364	0.211503	0.169992	0.123297	0.0841133	0.142551	0.0434057	0.0306188	0.0174716	0.082882	0.0712325	0.203271	0.261168	0.113028	0.0738227	0.308838	0.0398729	0.280246	0.283072	0.150607	0.286074	1.476518
1050	-4271.863	-4287.925	16.06213	0.126403	0.173322	0.208204	0.189932	0.137175	0.103711	0.0663095	0.129556	0.0636895	0.0130537	0.036142	0.0535965	0.05886	0.212818	0.246792	0.111899	0.0654228	0.337528	0.0255395	0.275115	0.272869	0.157808	0.294208	1.359954
1060	-4278.429	-4293.919	15.49021	0.120344	0.184864	0.228759	0.19907	0.152181	0.114541	0.0664637	0.131258	0.053279	0.0122804	0.0352522	0.040354	0.0784997	0.176325	0.31777	0.115507	0.0266921	0.319452	0.0442535	0.273987	0.288751	0.156393	0.28087	1.417146
1070	-4270.245	-4284.866	14.62082	0.110379	0.205838	0.238881	0.195897	0.126808	0.117982	0.105913	0.153639	0.0666427	0.0345802	0.0396139	0.065956	0.0419553	0.198109	0.244076	0.12084	0.0895116	0.31146	0.0360039	0.279847	0.276196	0.153152	0.290805	1.504086
1080	-4274.77	-4288.824	14.0533	0.123167	0.182803	0.276153	0.224873	0.143985	0.114724	0.103752	0.16697	0.070491	0.0370857	0.0294461	0.0354595	0.0519284	0.191982	0.256083	0.150956	0.0766373	0.298079	0.0262636	0.285343	0.253904	0.165637	0.295116	1.560837
1090	-4269.115	-4283.638	14.52277	0.110923	0.208464	0.22992	0.224874	0.159099	0.113844	0.108327	0.122322	0.0484812	0.0357745	0.0273334	0.0473499	0.0771789	0.206891	0.249348	0.11632	0.069433	0.329197	0.028811	0.272414	0.259677	0.171615	0.296294	1.51389
1100	-4273.06	-4288.189	15.12895	0.132342	0.227456	0.245492	0.190513	0.119992	0.1142	0.0719958	0.153661	0.0599154	0.0275577	0.0295027	0.0347984	0.045847	0.216384	0.240251	0.132001	0.0633554	0.308423	0.0395859	0.283488	0.244035	0.171731	0.300746	1.453272
1110	-4271.976	-4286.809	14.83351	0.0908075	0.178449	0.202417	0.242143	0.135099	0.108026	0.120579	0.143378	0.076258	0.0469129	0.0374738	0.0453382	0.0559348	0.221011	0.248558	0.135292	0.0337867	0.317556	0.0437958	0.289227	0.265685	0.175208	0.26988	1.482816
1120	-4276.059	-4289.858	13.79899	0.10766	0.208297	0.26331	0.274253	0.150581	0.119125	0.0855124	0.124638	0.0843756	0.0359466	0.0228916	0.0612519	0.0484265	0.202665	0.252258	0.141984	0.0722174	0.305168	0.0257075	0.2735	0.26889	0.169759	0.287851	1.586269
1130	-4276.083	-4291.121	15.03754	0.0995557	0.249206	0.220267	0.256775	0.13144	0.104533	0.0810257	0.08924	0.0801404	0.0404632	0.0386455	0.0283901	0.0427316	0.196256	0.255709	0.134965	0.0590772	0.308355	0.045638	0.286694	0.280358	0.168839	0.264109	1.462413
1140	-4276.488	-4292.182	15.69398	0.115709	0.20489	0.21911	0.196927	0.150843	0.138416	0.0601743	0.128045	0.0447551	0.013596	0.0367638	0.0537788	0.0337614	0.200483	0.246066	0.150111	0.04523	0.32731	0.0308009	0.264782	0.277855	0.168146	0.289217	1.396769
1150	-4276.694	-4291.057	14.363	0.106327	0.172337	0.242056	0.231768	0.137237	0.118933	0.0772725	0.175134	0.0662371	0.0169518	0.0557718	0.0697094	0.0601329	0.215948	0.284336	0.123565	0.0556738	0.303703	0.0167738	0.2634	0.2736	0.167546	0.295454	1.529867
1160	-4268.368	-4283.003	14.63536	0.119311	0.187793	0.254715	0.225574	0.147595	0.103394	0.0780543	0.149788	0.0503221	0.0420389	0.0324975	0.0478307	0.063719	0.200534	0.259087	0.126084	0.0601812	0.323162	0.0309514	0.280128	0.27136	0.158998	0.289514	1.502631
1170	-4269.783	-4285.5	15.71712	0.101112	0.158972	0.2111	0.170039	0.129854	0.118479	0.119732	0.115992	0.0728798	0.0306271	0.03057	0.0605235	0.0745752	0.21428	0.258513	0.134496	0.0457956	0.299096	0.0478202	0.260569	0.288639	0.163749	0.287043	1.394455
1180	-4273.875	-4289.328	15.45302	0.103792	0.183507	0.207487	0.250726	0.112461	0.100657	0.098004	0.130096	0.0517359	0.0326942	0.0319704	0.0379602	0.0797745	0.212848	0.237312	0.14543	0.0650338	0.311958	0.0274174	0.263234	0.297803	0.153927	0.285036	1.420865
1190	-4268.523	-4283.594	15.07062	0.115333	0.224331	0.216034	0.184535	0.142849	0.122403	0.105713	0.105398	0.0821117	0.028602	0.0431564	0.0265239	0.0621161	0.199506	0.273743	0.121498	0.0668587	0.304448	0.0339454	0.263072	0.280472	0.162543	0.293912	1.459105
1200	-4271.458	-4286.094	14.63581	0.122001	0.1997	0.250831	0.217357	0.136631	0.108481	0.128184	0.121353	0.0675422	0.0383075	0.0536829	0.015609	0.0429053	0.201567	0.233434	0.122675	0.0377989	0.372566	0.0319593	0.277533	0.277846	0.174802	0.269819	1.502586
1210	-4276.662	-4291.073	14.4109	0.107005	0.196801	0.211855	0.197196	0.142026	0.121374	0.100311	0.144645	0.092469	0.0387419	0.0586117	0.025433	0.0886107	0.193989	0.193855	0.12551	0.0458783	0.40995	0.0308171	0.280935	0.270284	0.192589	0.256192	1.525077
1220	-4267.039	-4281.669	14.62916	0.126048	0.206233	0.243674	0.222366	0.127313	0.123519	0.0917521	0.116967	0.0816751	0.0160299	0.0458569	0.0298079	0.0720088	0.206621	0.265621	0.134072	0.0447189	0.311212	0.0377541	0.273563	0.278149	0.170524	0.277765	1.503251
1230	-4274.303	-4289.068	14.76502	0.114111	0.214796	0.191464	0.211096	0.165114	0.0975188	0.0781822	0.110321	0.0817775	0.0353719	0.0809271	0.0344667	0.0745188	0.186215	0.236099	0.138775	0.0646651	0.337666	0.0365815	0.265507	0.292554	0.160474	0.281465	1.489666
1240	-4276.962	-4291.247	14.28491	0.126493	0.190815	0.219025	0.17676	0.177937	0.147064	0.0828461	0.134687	0.0789595	0.0455464	0.0770546	0.0135584	0.0669318	0.18956	0.261382	0.123733	0.0552541	0.310464	0.0596062	0.279608	0.264503	0.174763	0.281126	1.537676
1250	-4272.895	-4288.461	15.56592	0.1137	0.167932	0.222997	0.174165	0.12196	0.0820808	0.0805551	0.128035	0.096839	0.0474499	0.0483463	0.0545614	0.0709545	0.197701	0.2522	0.116468	0.064293	0.32433	0.0450082	0.273577	0.274339	0.166141	0.285943	1.409575
1260	-4271.538	-4286.603	15.06484	0.111313	0.200984	0.187021	0.221155	0.13664	0.0933566	0.0834133	0.156927	0.0891351	0.0553955	0.0384386	0.0287479	0.0571553	0.194579	0.256677	0.121893	0.0609388	0.334855	0.0310575	0.293924	0.275773	0.14756	0.282743	1.459683
1270	-4277.554	-4292.489	14.93497	0.0920613	0.206887	0.235093	0.226056	0.138217	0.0858809	0.0759917	0.148539	0.0452039	0.0624429	0.0201686	0.0670546	0.0690744	0.201625	0.248599	0.132646	0.076996	0.324317	0.0158169	0.271	0.26534	0.177644	0.286016	1.47267
1280	-4272.462	-4288.234	15.77248	0.0951151	0.195836	0.218112	0.178827	0.135823	0.112971	0.0911464	0.126628	0.0670177	0.0272814	0.0488809	0.0279081	0.0633724	0.204227	0.2803	0.114989	0.0809762	0.285605	0.0339032	0.252047	0.26293	0.148313	0.33671	1.38892
1290	-4273.149	-4287.177	14.02794	0.118419	0.192769	0.265802	0.227635	0.149596	0.125416	0.0949303	0.128702	0.100786	0.0311181	0.0550281	0.0351744	0.0379978	0.195069	0.278857	0.135153	0.052286	0.293111	0.0455238	0.273086	0.293146	0.150356	0.283412	1.563373
1300	-4276.019	-4291.376	15.35699	0.0688397	0.192769	0.248376	0.194879	0.158327	0.110737	0.0841736	0.158959	0.0693195	0.0540125	0.0224071	0.0284527	0.0392169	0.179282	0.261714	0.12999	0.0719494	0.320115	0.0369492	0.287871	0.274458	0.158754	0.278917	1.430468
1310	-4277.221	-4292.436	15.21458	0.120609	0.196233	0.213261	0.196866	0.160289	0.0866601	0.0614887	0.118332	0.0652109	0.0952642	0.0186618	0.0545807	0.0572527	0.210517	0.239815	0.132538	0.0328191	0.327286	0.0570257	0.284291	0.288317	0.152017	0.275374	1.444709
1320	-4275.811	-4290.09	14.27901	0.120609	0.216121	0.239935	0.197734	0.133137	0.127302	0.116884	0.110048	0.101201	0.0639827	0.0231634	0.0251831	0.0629651	0.16696	0.289479	0.147811	0.042068	0.30533	0.0483515	0.279457	0.285449	0.16246	0.272634	1.538266
1330	-4270.58	-4286.329	15.74935	0.0929134	0.172891	0.202789	0.21957	0.125051	0.114763	0.105146	0.131297	0.0657449	0.035587	0.0566391	0.0255063	0.0433337	0.187342	0.283335	0.144503	0.030892	0.309927	0.0440005	0.278717	0.276763	0.165987	0.278533	1.391232
1340	-4276.16	-4291.774	15.61408	0.117734	0.193645	0.198511	0.188668	0.151945	0.0888683	0.0719388	0.107335	0.0620846	0.0738484	0.0440612	0.034405	0.0717141	0.237399	0.234216	0.102066	0.0728235	0.318413	0.0350834	0.281854	0.25481	0.162503	0.300833	1.404759
1350	-4271.716	-4286.712	14.99616	0.0847578	0.213071	0.199708	0.222384	0.134852	0.0909262	0.117683	0.1332	0.0955402	0.0370034	0.0300902	0.0456377	0.0616984	0.198794	0.242184	0.128771	0.0715287	0.31932	0.0394019	0.286323	0.263498	0.165693	0.284486	1.466552
1360	-4273.912	-4288.606	14.69344	0.116839	0.182155	0.214116	0.194545	0.154641	0.107783	0.0883296	0.148457	0.0870842	0.0277643	0.0538214	0.0572271	0.0640617	0.218776	0.275957	0.105598	0.0649742	0.304807	0.029888	0.266106	0.278877	0.153415	0.301602	1.496823
1370	-4269.639	-4285.816	16.17695	0.101212	0.182908	0.192294	0.215256	0.142083	0.101424	0.0776801	0.151714	0.0578135	0.0226614	0.0351163	0.0267179	0.0415908	0.2029	0.221747	0.144166	0.0602874	0.330011	0.0408892	0.269582	0.263041	0.184734	0.282643	1.348472
1380	-4281.052	-4295.096	14.04386	0.12559	0.233162	0.208474	0.194669	0.207124	0.135949	0.125531	0.154097	0.0543606	0.018904	0.037851	0.0148502	0.0512201	0.215644	0.257039	0.12487	0.0641874	0.312376	0.0258839	0.30165	0.261991	0.152525	0.283835	1.561781
1390	-4270.118	-4285.297	15.17823	0.108093	0.17127	0.225762	0.187083	0.150952	0.108123	0.0831413	0.147001	0.0733309	0.0389181	0.0763681	0.0192977	0.0590038	0.22016	0.241778	0.133904	0.0689815	0.318918	0.0162582	0.268408	0.266696	0.186055	0.27884	1.448344
1400	-4271.124	-4286.576	15.45129	0.0978023	0.185553	0.216938	0.212635	0.125036	0.11895	0.0946879	0.108658	0.0637049	0.0591491	0.0388649	0.0180674	0.0809921	0.198913	0.24278	0.150137	0.0376291	0.323619	0.0469214	0.259703	0.299611	0.184133	0.256553	1.421039
1410	-4270.496	-4286.647	16.15129	0.106844	0.186419	0.234778	0.190117	0.118282	0.11895	0.0789927	0.107658	0.0615429	0.0269137	0.0296	0.0127303	0.0782094	0.194184	0.258912	0.161351	0.0518103	0.307765	0.0259767	0.25437	0.287228	0.181115	0.277287	1.351038
1420	-4267.74	-4282.75	15.01056	0.106844	0.217811	0.225321	0.179394	0.149508	0.131211	0.111581	0.145009	0.0497903	0.0351741	0.0338391	0.0291179	0.050511	0.196497	0.260752	0.128631	0.0530106	0.321103	0.0400063	0.283364	0.265711	0.168086	0.282839	1.465111
1430	-4273.837	-4288.859	15.02254	0.104885	0.179819	0.257209	0.162085	0.166058	0.137424	0.106237	0.143611	0.0495897	0.0128274	0.0699558	0.0225114	0.0517005	0.190638	0.236531	0.153463	0.0576185	0.313718	0.0480311	0.256488	0.287586	0.170178	0.285749	1.463913
1440	-4273.766	-4289.474	15.7076	0.0959743	0.178361	0.244342	0.175049	0.141829	0.123194	0.118456	0.113835	0.0548264	0.0385902	0.023371	0.0116141	0.075966	0.211389	0.225663	0.157249	0.0479477	0.326487	0.0312644	0.28953	0.256344	0.183223	0.270903	1.395407
1450	-4275.56	-4290.897	15.33643	0.126998	0.226398	0.230222	0.158943	0.124358	0.0970669	0.0786143	0.145713	0.0697712	0.0110581	0.0816875	0.0397882	0.0419069	0.192455	0.242468	0.136943	0.0582193	0.334098	0.0358163	0.266327	0.280467	0.176402	0.276804	1.432524
1460	-4273.265	-4289.361	16.09547	0.102192	0.182313	0.197776	0.188678	0.134625	0.0804866	0.100538	0.119043	0.067262	0.0133193	0.0768834	0.0342037	0.0593002	0.213709	0.246123	0.153755	0.0634092	0.300474	0.0225305	0.261074	0.290394	0.166341	0.282191	1.35662
1470	-4269.277	-4284.197	14.91977	0.109147	0.180124	0.239954	0.229078	0.146359	0.115952	0.0860362	0.125632	0.0894599	0.0268559	0.0620809	0.0263439	0.0371669	0.187045	0.258958	0.137003	0.0747734	0.322536	0.0196839	0.269267	0.276106	0.17051	0.284117	1.47419
1480	-4271.634	-4286.64	15.00565	0.125071	0.198617	0.252847	0.229078	0.129499	0.114002	0.0849005	0.0995479	0.0672122	0.0288445	0.0398148	0.0493719	0.0467975	0.193345	0.247953	0.158437	0.027289	0.333399	0.0395764	0.258405	0.288926	0.182695	0.269974	1.465602
1490	-4271.483	-4286.129	14.64642	0.106145	0.224769	0.229498	0.208871	0.139545	0.102568	0.105567	0.104365	0.06457	0.0314948	0.075072	0.0508405	0.0582208	0.203519	0.251231	0.151315	0.0460317	0.321602	0.026302	0.257432	0.2832	0.163286	0.296082	1.501525
1500	-4271.144	-4286.243	15.09863	0.127549	0.189492	0.19765	0.199645	0.117763	0.139052	0.108124	0.119958	0.0497651	0.0279489	0.0673463	0.0337919	0.0782189	0.212296	0.256912	0.131724	0.0578321	0.311026	0.0302095	0.278896	0.247698	0.177235	0.296172	1.456304
1510	-4271.676	-4286.459	14.783	0.110865	0.169034	0.247193	0.250065	0.133482	0.0920884	0.0731374	0.149546	0.0686886	0.0449348	0.0586867	0.0361737	0.0539724	0.202674	0.25254	0.130058	0.0576285	0.331573	0.0255259	0.290985	0.262464	0.169829	0.276723	1.487868
1520	-4271.938	-4287.061	15.12316	0.11711	0.181602	0.262633	0.196292	0.125789	0.11265	0.0945725	0.160725	0.0400339	0.0458969	0.0301705	0.0309625	0.0554141	0.186874	0.256577	0.135418	0.0467856	0.341021	0.0333254	0.274116	0.272089	0.180632	0.273163	1.453851
1530	-4270.637	-4285.427	14.79015	0.107652	0.165595	0.276222	0.202824	0.123707	0.111691	0.0979924	0.146645	0.0972442	0.030879	0.0437898	0.0294264	0.0534839	0.196353	0.272034	0.137838	0.0380802	0.314622	0.0410729	0.280608	0.288896	0.152327	0.278169	1.487152
1540	-4275.122	-4289.776	14.65307	0.107652	0.213237	0.228911	0.273964	0.132113	0.112993	0.101914	0.104371	0.0946128	0.025999	0.0279296	0.0502769	0.0268865	0.17768	0.25222	0.147161	0.0552007	0.328093	0.039645	0.291321	0.260509	0.171834	0.276336	1.500861
1550	-4279.965	-4294.652	14.68665	0.11771	0.171761	0.26276	0.193383	0.18538	0.126268	0.107968	0.1236	0.0612893	0.0276348	0.0186607	0.0422174	0.058868	0.161371	0.283534	0.165727	0.0418668	0.298745	0.0487554	0.25187	0.307609	0.176212	0.26431	1.497502
1560	-4267.893	-4283.088	15.19534	0.110557	0.216477	0.221444	0.226727	0.13586	0.100956	0.0921416	0.118256	0.0544545	0.0298397	0.0362401	0.0511099	0.0525704	0.23185	0.232152	0.122435	0.048521	0.318281	0.0467608	0.268671	0.262035	0.183629	0.285665	1.446634
1570	-4274.524	-4289.148	14.62383	0.0896984	0.185158	0.231781	0.179171	0.15761	0.133227	0.102953	0.159977	0.0709314	0.025284	0.0272121	0.0816681	0.0591119	0.219364	0.233347	0.161086	0.059677	0.288192	0.0383351	0.273053	0.277594	0.175529	0.273824	1.503784
1580	-4273.799	-4290.115	16.31678	0.0943191	0.176913	0.181208	0.185044	0.146581	0.101531	0.0872382	0.168216	0.0577884	0.0184017	0.0283897	0.0514252	0.0374338	0.195381	0.237419	0.160107	0.0767501	0.303364	0.0269785	0.275746	0.267314	0.161335	0.295605	1.334489
1590	-4269.145	-4284.761	15.61633	0.093785	0.203635	0.190859	0.182474	0.131429	0.127599	0.0904248	0.126736	0.0418899	0.0401786	0.0337105	0.0588698	0.082944	0.193322	0.274131	0.126982	0.0508084	0.316322	0.0384343	0.267391	0.279337	0.166623	0.286649	1.404534
1600	-4273.302	-4288.921	15.61942	0.103006	0.200373	0.253394	0.206062	0.127782	0.124628	0.0734323	0.106158	0.0421258	0.0210509	0.0194002	0.0588698	0.0679439	0.202034	0.224512	0.183126	0.0459872	0.305208	0.0391331	0.27278	0.275378	0.182129	0.269713	1.404225
1610	-4270.374	-4285.293	14.91857	0.103006	0.185556	0.218914	0.222087	0.146252	0.129313	0.109234	0.119244	0.06311	0.0239252	0.0324156	0.0631476	0.0581058	0.185937	0.228423	0.183626	0.0477907	0.324868	0.0293559	0.278569	0.285851	0.168448	0.267132	1.47431
1620	-4279.279	-4293.868	14.58899	0.0942073	0.201501	0.194513	0.206119	0.149534	0.0946815	0.11103	0.141722	0.0605455	0.00819598	0.0621337	0.0700327	0.113053	0.186375	0.248294	0.143246	0.0648242	0.332465	0.0247965	0.269631	0.266989	0.180661	0.28272	1.507268
1630	-4281.789	-4297.183	15.39322	0.117959	0.160675	0.172838	0.203182	0.137518	0.0764475	0.0794643	0.116812	0.126861	0.0164131	0.0604337	0.0700327	0.0882073	0.206931	0.254259	0.132338	0.0445626	0.322526	0.0393835	0.278128	0.271553	0.188028	0.262291	1.426845
1640	-4266.729	-4281.865	15.13647	0.123642	0.193584	0.199892	0.203182	0.137518	0.118143	0.088564	0.137953	0.0629261	0.0238997	0.0304625	0.060642	0.0721118	0.187812	0.243307	0.145228	0.0459407	0.332639	0.0450735	0.274367	0.260279	0.176279	0.289075	1.45252
1650	-4271.18	-4287.137	15.95757	0.115452	0.216188	0.181037	0.194223	0.140249	0.084176	0.0937142	0.132591	0.0665744	0.0207368	0.0538468	0.0273464	0.0442745	0.194523	0.268589	0.125005	0.045869	0.324141	0.0418728	0.267204	0.259533	0.174237	0.299026	1.37041
1660	-4277.081	-4292.326	15.24438	0.124709	0.18732	0.187885	0.254694	0.146186	0.0921711	0.0937142	0.0978756	0.0625856	0.0298551	0.0859819	0.0212393	0.057512	0.184631	0.258166	0.175903	0.0463378	0.30278	0.0321829	0.277172	0.286939	0.166045	0.269844	1.441729
1670	-4277.092	-4291.751	14.65869	0.1038	0.254193	0.201177	0.20385	0.135359	0.0852426	0.0935544	0.151502	0.0724389	0.041234	0.0773277	0.0253443	0.0552745	0.22056	0.289529	0.128963	0.035592	0.295695	0.0296614	0.283899	0.268128	0.171579	0.276394	1.500298
1680	-4273.432	-4288.102	14.67061	0.127405	0.18825	0.263063	0.18003	0.177094	0.109136	0.0976484	0.119468	0.0789486	0.0219789	0.0770409	0.0129194	0.0461242	0.212714	0.249586	0.139518	0.0671402	0.302111	0.0289307	0.266146	0.28143	0.16188	0.290544	1.499106
1690	-4271.878	-4287.051	15.17312	0.112642	0.196502	0.213867	0.186801	0.108819	0.123344	0.108972	0.142032	0.0715396	0.0292526	0.0391013	0.0522167	0.0637656	0.187791	0.27285	0.113348	0.0762344	0.311758	0.0380191	0.282501	0.270723	0.172806	0.27397	1.448855
1700	-4279.615	-4295.74	16.1252	0.130555	0.15695	0.175811	0.16314	0.138583	0.133809	0.0769725	0.155907	0.0774112	0.0243437	0.0304344	0.0339978	0.0557334	0.202767	0.257953	0.111993	0.0379596	0.352804	0.0365245	0.288122	0.263944	0.164777	0.283157	1.353648
1710	-4273.341	-4288.229	14.88731	0.109557	0.153458	0.224649	0.202639	0.136871	0.1402	0.0927329	0.180544	0.0798132	0.0282595	0.0421978	0.0396147	0.0469005	0.226289	0.253298	0.12305	0.0603225	0.300123	0.0369179	0.267104	0.254584	0.182013	0.296299	1.477436
1720	-4274.182	-4288.98	14.79868	0.0945901	0.200531	0.250369	0.208827	0.130842	0.123464	0.104866	0.131471	0.100865	0.0514245	0.0337893	0.0274619	0.027799	0.18623	0.258941	0.129701	0.0562875	0.331061	0.0377801	0.257996	0.269156	0.173331	0.299517	1.4863
1730	-4274.077	-4288.828	14.75136	0.117754	0.193611	0.238051	0.238538	0.171758	0.0717027	0.0915855	0.130275	0.0600141	0.0294577	0.0717745	0.0277682	0.0487421	0.205027	0.268077	0.127217	0.0479274	0.318523	0.0332295	0.281734	0.266125	0.15767	0.29447	1.491032
1740	-4276.823	-4292.581	15.7577	0.0966	0.193915	0.199965	0.155483	0.152151	0.0833806	0.0937605	0.11634	0.0600141	0.0281887	0.0801182	0.0258966	0.104585	0.224175	0.217587	0.13682	0.0503881	0.342567	0.0284627	0.295818	0.246775	0.180867	0.276541	1.390397
1750	-4269.536	-4284.849	15.3131	0.11561	0.184997	0.233509	0.205249	0.131484	0.087899	0.0955798	0.145494	0.0635849	0.0467375	0.0551348	0.0266425	0.0429372	0.201736	0.258501	0.113668	0.05856	0.341124	0.0264118	0.275018	0.265549	0.178615	0.280817	1.434857
1760	-4270.658	-4285.672	15.01446	0.105489	0.208814	0.247942	0.192008	0.130566	0.100968	0.0718503	0.147661	0.0447214	0.0333727	0.0768703	0.0351531	0.0693059	0.198498	0.248991	0.129477	0.0351867	0.349557	0.0382906	0.280116	0.266464	0.16698	0.28644	1.464721
